lemma	bin_tag	mim_tag	freq	rank	ind	manual_en	pre_kw	kw	post_kw	ipa_sd	full_cat	full_cat_en	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce
slíkur	fn	fb	19528	168	478781	such	Það eru fleiri Norðmenn áhugasamir um	slíkt	samstarf.	stliːkʏr	Fornafn	Pronoun	pron.	1K																slíkir -- slíkar -- slík	slíkur  --  slík -- slíkt									slíkur.mp3
ætla	so	s	19426	169	425102	intend; be about to do sth	Af þeim	ætla	þeir að reyna að selja 50 á Japansmarkað.	aihtla	Sagnorð	Verb	v.	1K	ætla	ætlar	ætlar	ætlaði	ætlaðir	ætlaði	ætlað																			ætla.mp3
líka	ao	a	19363	170	495670	also	Síðustu ár hafa	líka	reynst mér og fjölskyldunni persónulega erfið.	liːka	Atviksorð	Adverb	adv.	1K								líka																		líka.mp3
síðari	lo	l	19311	171	165046	latter; longer	Marel tapaði 1,2 milljörðum króna á	síðasta	ári.	siːðarɪ	Lýsingarorð	Adjective	adj.	1K																					síðari  --  	síðari -- síðari -- síðara	síðastur -- síðust -- síðast			síðari.mp3
leið	kvk	nv	18804	172	10379	way, route	Skipin voru á	leið	frá Rússlandi til Bandaríkjanna.	leiːð	Nafnorð	Noun	f.	1K									leið	leið	leiðar	leiðir	leiðir	leiðum	leiða											leið.mp3
oft	ao	a	18767	173	400730	often	Eftir það hefur hún	oft	farið til Bandaríkjanna.	ɔft	Atviksorð	Adverb	adv.	1K																								oftar	oftast	oft.mp3
fyrirtæki	hk	nh	18739	174	68229	company	Brotist var inn í fjögur	fyrirtæki	á höfuðborgarsvæðinu í nótt.	fɪːrɪr̥tʰaicɪ	Nafnorð	Noun	n.	1K									fyrirtæki	fyrirtæki	fyrirtækis	fyrirtæki	fyrirtæki	fyrirtækjum	fyrirtækja											fyrirtæki.mp3
sýna	so	s	18484	175	435442	show	Sænsk rannsókn	sýnir	svipaðar niðurstöður.	siːna	Sagnorð	Verb	v.	1K	sýni	sýnir	sýnir	sýndi	sýndir	sýndi	sýnt																			sýna.mp3
hvernig	ao	a	18411	176	495622	how	Ekki er vitað	hvernig	eldurinn kom upp.	kʰvɛrtnɪɣ	Atviksorð	Adverb	adv.	1K								hvernig																		hvernig.mp3
gamall	lo	l	18136	177	413522	old	Þá býr	eldri	kona í íbúð á þriðju hæð.	kaːmatl̥	Lýsingarorð	Adjective	adj.	1K																					gamall  --  gömul -- gamalt	eldri -- eldri -- eldra	elstur -- elst -- elst			gamall.mp3
aftur	ao	a	17943	178	488626	again	Málið verður	aftur	athugað síðdegis.	aftʏr	Atviksorð	Adverb	adv.	1K								aftur																		aftur.mp3
enn	ao	a	17917	179	495539	still; yet	Fundurinn stóð	enn	yfir nú rétt fyrir fréttir.	ɛn	Atviksorð	Adverb	adv.	1K								enn																		enn.mp3
já	uh	a	17890	180	495405	yes		Já	, ég hef svo sem ekkert um þetta að segja.	jauː	Upphrópanir	Exclamation	exclam.	1K								já																		já.mp3
samkvæmt	fs	a	17736	181	495324	according to	Athöfnin hefst	samkvæmt	venju með guðsþjónustu í Dómkirkjunni.	samkʰvaim̥t	Forsetning	Preposition	prep.	1K								samkvæmt																		samkvæmt.mp3
ræða	so	s	17476	182	435199	speak, discuss	Hér er um að	ræða	svonefnt þriggja mánaða verð.	raiːða	Sagnorð	Verb	v.	1K	ræði	ræðir	ræðir	ræddi	ræddir	ræddi	rætt																			ræða.mp3
reyna	so	s	17435	183	435179	try, attempt	Af þeim ætla þeir að	reyna	að selja 50 á Japansmarkað.	reiːna	Sagnorð	Verb	v.	1K	reyni	reynir	reynir	reyndi	reyndir	reyndi	reynt																			reyna.mp3
starf	hk	nh	17396	184	3539	work; job	Mikilvægast væri að fjölga	störfum	í landinu.	starv	Nafnorð	Noun	n.	1K									starf	starfi	starfs	störf	störf	störfum	starfa											starf.mp3
búa	so	s	16797	185	433541	live, reside; prepare	Hann var fæddur árið 1963 og	bjó	í Reykjavík.	puːa	Sagnorð	Verb	v.	1K	bý	býrð	býr	bjó	bjóst	bjó	búið																			búa.mp3
saga	kvk	nv	16780	186	16690	story; history; saga	Mennirnir hafa allir komið við	sögu	lögreglu áður.	saːɣa	Nafnorð	Noun	f.	1K									sögu	sögu	sögu	sögur	sögur	sögum	sagna											saga.mp3
háttur	kk	nk	16633	187	5688	custom; way	Þetta er á engan	hátt	sambærilegt.	hauhtʏr	Nafnorð	Noun	m.	1K									hátt	hætti	háttar	hættir	hætti	háttum	hátta											háttur.mp3
hönd	kvk	nv	15773	188	426053	hand	Slökkviliðið hefur unnið hörðum	höndum	við að slökkva eldinn.	hœnt	Nafnorð	Noun	f.	1K									hönd	hendi	handar	hendur	hendur	höndum	handa											hönd.mp3
hluti	kk	nk	15749	190.5	7167	part, portion	Ræningjarnir vildu fá	hluta	af vinningnum.	l̥ʏːtɪ	Nafnorð	Noun	m.	1K									hluta	hluta	hluta	hlutar	hluta	hlutum	hluta											hluti.mp3
þrír	to	t	15749	190.5	403790	three	Ég gekk til þessa samstarf hérna fyrir	þremur	árum.	θriːr	Töluorð	Numeral	num.	1K																þrír -- þrjár -- þrjú	þrír  --  									þrír.mp3
þáttur	kk	nk	15733	193	5692	part, factor; program	Um þrjú þúsund konur tóku	þátt	í rannsókninni.	θauhtʏr	Nafnorð	Noun	m.	1K									þátt	þætti	þáttar	þættir	þætti	þáttum	þátta											þáttur.mp3
meðal	fs	a	15599	194.5	495301	among	Það hefur orðið viðhorfsbreyting	meðal	almennings í landinu.	mɛːðal	Forsetning	Preposition	prep.	1K								meðal																		meðal.mp3
orð	hk	nh	15472	196	2635	word	Í fáum	orðum	sagt , þetta er einfaldlega ekki hægt.	ɔrð	Nafnorð	Noun	n.	1K									orð	orði	orðs	orð	orð	orðum	orða											orð.mp3
klukka	kvk	nv	15414	197	16559	clock	Tilboðin verða opnuð	klukkan	tvö á mánudag.	kʰlʏhka	Nafnorð	Noun	f.	1K									klukku	klukku	klukku	klukkur	klukkur	klukkum	klukkna											klukka.mp3
ýmis	fn	fo	15235	198	478808	various	Plönturnar voru á	ýmsum	stigum ræktunar.	iːmɪs	Fornafn	Pronoun	pron.	1K																ýmsir -- ýmsar -- ýmis	ýmis  --  ýmis -- ýmist									ýmis.mp3
alltaf	ao	a	15006	199	495463	always	Það höfum við	alltaf	gert.	al̥taf	Atviksorð	Adverb	adv.	1K								alltaf																		alltaf.mp3
aðeins	ao	a	14981	200	488604	only	Þeir segja að hann verði	aðeins	notaður í friðsamlegum tilgangi.	aːðeins	Atviksorð	Adverb	adv.	1K								aðeins																		aðeins.mp3
líf	hk	nh	14653	201	2271	life	Alls hafa því 19 manns látið	lífið	af völdum hans.	liːv	Nafnorð	Noun	n.	1K									líf	lífi	lífs	líf	líf	lífum	lífa											líf.mp3
tala	so	s	14480	202	424804	talk, speak	Forsetinn	talaði	líka um pönnukökur í ræðu sinni.	tʰaːla	Sagnorð	Verb	v.	1K	tala	talar	talar	talaði	talaðir	talaði	talað																			tala.mp3
niður	fs	a	14441	203.5	495310	down	Þar voru fjórir sleðar á leið	niður	dalinn.	nɪːðʏr	Forsetning	Preposition	prep.	1K								niður																		niður.mp3
því	ao	a	14390	205	495873	therefore	Sjóðurinn verður	því	líklegast orðinn tómur þegar líður á haustið.	θviː	Atviksorð	Adverb	adv.	1K								því																		því.mp3
áhrif	hk	nh	14126	206	36704	influence	Maðurinn mun hafa verið undir	áhrifum	áfengis.	auːr̥ɪv	Nafnorð	Noun	n.	1K									áhrif	áhrifi	áhrifs	áhrif	áhrif	áhrifum	áhrifa											áhrif.mp3
virða	so	s	14050	207	435580	respect; value	Hann vilji	virða	þær reglur.	vɪrða	Sagnorð	Verb	v.	1K	virði	virðir	virðir	virti	virtir	virti	virt																			virða.mp3
líta	so	s	13947	208	466772	look; see	Þannig að þetta	lítur	vel út.	liːta	Sagnorð	Verb	v.	1K	lít	lítur	lítur	leit	leist	leit	litið																			líta.mp3
fylgja	so	s	13844	209	434725	follow; accompany	Skólastjórar segjast munu	fylgjast	vel með nemendum sínum.	fɪlca	Sagnorð	Verb	v.	1K	fylgi	fylgir	fylgir	fylgdi	fylgdir	fylgdi	fylgt																			fylgja.mp3
sinn	hk	nh	13839	210	3130	time, occasion	Hann var handtekinn fjórum	sinnum	á einum sólarhring.	sɪn	Nafnorð	Noun	n.	1K									sinn	sinni	sinns	sinn	sinn	sinnum	sinna											sinn.mp3
nefna	so	s	13814	211	435097	name; mention	Þar eru einkum fjögur lönd	nefnd	sem næstu aðildarþjóðir.	nɛpna	Sagnorð	Verb	v.	1K	nefni	nefnir	nefnir	nefndi	nefndir	nefndi	nefnt																			nefna.mp3
efni	hk	nh	13634	212	882	material; fabric; content	Hann segir að öll óvissa sé slæm í þeim	efnum	.	ɛpnɪ	Nafnorð	Noun	n.	1K									efni	efni	efnis	efni	efni	efnum	efna											efni.mp3
búinn	lo	l	13613	213	165330	finished; fitted out	Þannig að ég er	búin	að bíða svona svolítið.	puːɪn	Lýsingarorð	Adjective	adj.	1K																					búinn  --  búin -- búið					búinn.mp3
svona	ao	a	13485	214	495786	like that, thus; approximately	Og svo þróast þessi hugmynd	svona	stig af stigi.	svɔːna	Atviksorð	Adverb	adv.	1K								svona																		svona.mp3
aldrei	ao	a	13441	215	495462	never	Svona tilvik hafi	aldrei	komið upp áður.	altrei	Atviksorð	Adverb	adv.	1K								aldrei																		aldrei.mp3
liggja	so	s	13363	216	466611	lie	Upplýsingar um líðan hans	liggja	ekki fyrir.	lɪca	Sagnorð	Verb	v.	1K	ligg	liggur	liggur	lá	lást	lá	legið																			liggja.mp3
byggja	so	s	12997	217	434567	build; inhabit	Hann vill	byggja	upp hjálparstarfið enn frekar.	pɪca	Sagnorð	Verb	v.	1K	byggi	byggir	byggir	byggði	byggðir	byggði	byggt																			byggja.mp3
upplýsing	kvk	nv	12941	218	133609	information; illumination	Við viljum fá réttar	upplýsingar	.	ʏhplisiŋk	Nafnorð	Noun	f.	1K									upplýsingu	upplýsingu	upplýsingar	upplýsingar	upplýsingar	upplýsingum	upplýsinga											upplýsing.mp3
skipta	so	s	12934	219	427622	divide; change; exchange	Svarendur	skiptust	jafnt eftir kyni og landshlutum.	scɪfta	Sagnorð	Verb	v.	1K	skipti	skiptir	skiptir	skipti	skiptir	skipti	skipt																			skipta.mp3
þótt	st	c	12920	220	495385	even though	Þá lítur bláberjasprettan mjög vel út	þótt	þau séu skemur komin.	θouht	Samtenging	Conjuction	conj.	1K								þótt																		þótt.mp3
hefja	so	s	12780	221	433653	begin, commence	Sumaráætlun	hefst	13. júní.	hɛvja	Sagnorð	Verb	v.	1K	hef	hefur	hefur	hóf	hófst	hóf	hafið																			hefja.mp3
bæði	st	c	12772	222	495352	both; either		Bæði	hún og fórnarlambið voru undir áhrifum áfengis.	paiːðɪ	Samtenging	Conjuction	conj.	1K								bæði																		bæði.mp3
enda	st	c	12489	223	495360	after all, since	Heimferðin gekk vel	enda	veður gott á svæðinu.	ɛnta	Samtenging	Conjuction	conj.	1K								enda																		enda.mp3
án	fs	a	12453	224	495265	without	Fréttastofa reyndi að ná sambandi við hann en	án	árangurs.	auːn	Forsetning	Preposition	prep.	1K								án																		án.mp3
spyrja	so	s	12374	225	425896	ask	Við	spurðum	fjármálaráðherra um þessa gagnrýni í morgun.	spɪrja	Sagnorð	Verb	v.	1K	spyr	spyrð	spyr	spurði	spurðir	spurði	spurt																			spyrja.mp3
heldur	st	c	12122	226	488617	but, instead	Þær teljast nú ekki lengur stöðugar	heldur	neikvæðar.	hɛltʏr	Samtenging	Conjuction	conj.	1K								heldur																		heldur.mp3
verkefni	hk	nh	12028	227	25077	project	Kostnaður við	verkefnið	yrði um 9 milljarðar króna.	vɛr̥kɛpnɪ	Nafnorð	Noun	n.	1K									verkefni	verkefni	verkefnis	verkefni	verkefni	verkefnum	verkefna											verkefni.mp3
alveg	ao	a	11996	228	495464	completely	Það er	alveg	augljóst.	alvɛɣ	Atviksorð	Adverb	adv.	1K								alveg																		alveg.mp3
rannsókn	kvk	nv	11953	229	125626	research		Rannsókn	á þeim málum er enn í fullum gangi hjá lögreglu.	ransouhkn̥	Nafnorð	Noun	f.	1K									rannsókn	rannsókn	rannsóknar	rannsóknir	rannsóknir	rannsóknum	rannsókna											rannsókn.mp3
einn	fn	fo	11936	230	478790	one	Þremur þeirra hefur verið sleppt en	einn	er enn á sjúkrahúsi.	eitn̥	Fornafn	Pronoun	pron.	1K																einir -- einar -- ein	einn  --  ein -- eitt									einn.mp3
langur	lo	l	11897	231	406906	long	Veður var afar slæmt og tóku björgunaraðgerðir	langan	tíma fyrir vikið.	lauŋkʏr	Lýsingarorð	Adjective	adj.	1K																					langur  --  löng -- langt	lengri -- lengri -- lengra	lengstur -- lengst -- lengst			langur.mp3
innan	fs	a	11800	232.5	495293	within	Bólusetning forgangshópa hefst	innan	fárra daga.	ɪnan	Forsetning	Preposition	prep.	1K								innan																		innan.mp3
lengi	ao	a	11780	234	402487	for a long time	En fólkið mitt þarf ekki að bíða	lengi	.	leiɲcɪ	Atviksorð	Adverb	adv.	1K																								lengur	lengst	lengi.mp3
draga	so	s	11724	235	466619	drag; delay; reach	Sértækar aðgerðir myndu	draga	bæði úr sýkingar- og dánartíðni.	traːɣa	Sagnorð	Verb	v.	1K	dreg	dregur	dregur	dró	dróst	dró	dregið																			draga.mp3
öld	kvk	nv	11565	236	10789	age; century	Rúm	öld	er liðin síðan eldfjallið gaus síðast.	œlt	Nafnorð	Noun	f.	1K									öld	öld	aldar	aldir	aldir	öldum	alda											öld.mp3
kalla	so	s	11474	237	421219	shout; call for; name		Kallað	var eftir aðstoð björgunarsveita síðdegis í gær.	kʰatla	Sagnorð	Verb	v.	1K	kalla	kallar	kallar	kallaði	kallaðir	kallaði	kallað																			kalla.mp3
ríki	hk	nh	11466	238	2950	state; government; authority	Sjö af	ríkjum	Bandaríkjanna íhuga nú alvarlega að afnema dauðarefsingar.	riːcɪ	Nafnorð	Noun	n.	1K									ríki	ríki	ríkis	ríki	ríki	ríkjum	ríkja											ríki.mp3
breyting	kvk	nv	11433	239	11402	change, modification	Það hefur náttúrlega orðið gífurleg	breyting	á starfseminni.	preiːtiŋk	Nafnorð	Noun	f.	1K									breytingu	breytingu	breytingar	breytingar	breytingar	breytingum	breytinga											breyting.mp3
áfram	ao	a	11338	240	495939	forward, onword	Hann reyndist ekki alvarlega meiddur og hélt	áfram	á vaktinni.	auːfram	Atviksorð	Adverb	adv.	1K								áfram																		áfram.mp3
hús	hk	nh	11314	241	1720	house		Húsið	er mjög illa farið , jafnvel ónýtt.	huːs	Nafnorð	Noun	n.	1K									hús	húsi	húss	hús	hús	húsum	húsa											hús.mp3
milljón	to	t	11257	242.5	495438	million	Mánaðarlaunin eru ríflega 1,1	milljón	króna.	mɪljoun	Töluorð	Numeral	num.	1K								milljón																		milljón.mp3
verk	hk	nh	11139	244	3998	work; task	Ekki er vitað hver eða hverjir voru þar að	verki	.	vɛr̥k	Nafnorð	Noun	n.	1K									verk	verki	verks	verk	verk	verkum	verka											verk.mp3
veita	so	s	11087	245	435565	grant, give	Hún flutti sjúkraflutningamenn á vettvang sem	veittu	manninum fyrstu hjálp.	veiːta	Sagnorð	Verb	v.	1K	veiti	veitir	veitir	veitti	veittir	veitti	veitt																			veita.mp3
flytja	so	s	11086	246	488183	move; transport	Fólkið var	flutt	á Sjúkrahúsið á Akureyri.	flɪːtja	Sagnorð	Verb	v.	1K	flyt	flytur	flytur	flutti	fluttir	flutti	flutt																			flytja.mp3
ráð	hk	nh	11019	247	2885	advice; council, board	Gert er	ráð	fyrir að lækkunin taki gildi 15. febrúar.	rauːð	Nafnorð	Noun	n.	1K									ráð	ráði	ráðs	ráð	ráð	ráðum	ráða											ráð.mp3
síðar	ao	a	10944	248	400732	later	Íslenski hópurinn kemur heim	síðar	í dag.	siːðar	Atviksorð	Adverb	adv.	1K																								síðar	síðast	síðar.mp3
breyta	so	s	10943	249	434416	change, modify	Þessi tala hefur ekki	breyst	mikið síðustu vikur.	preiːta	Sagnorð	Verb	v.	1K	breyti	breytir	breytir	breytti	breyttir	breytti	breytt																			breyta.mp3
kannski	ao	a	10861	250	495648	maybe	Þeim fannst þetta	kannski	ákveðin upplifun.	kʰanscɪ	Atviksorð	Adverb	adv.	1K								kannski																		kannski.mp3
hlutur	kk	nk	10823	251	5650	object	Hins vegar hafi allir hluthafar tapað sínum	hlut	.	l̥ʏːtʏr	Nafnorð	Noun	m.	1K									hlut	hlut	hlutar	hlutir	hluti	hlutum	hluta											hlutur.mp3
ljós	hk	nh	10710	252	2287	light	Í	ljós	kom að bílarnir tveir voru ekki fyrir utan húsið.	ljouːs	Nafnorð	Noun	n.	1K									ljós	ljósi	ljóss	ljós	ljós	ljósum	ljósa											ljós.mp3
auk	fs	a	10676	253.5	495270	in addition to		Auk	þess ríki óvissa um afstöðu Vinstri-grænna.	œiːk	Forsetning	Preposition	prep.	1K								auk																		auk.mp3
gegn	fs	a	10674	255.5	495286	against	Skoskir fjölmiðlar segja að málið	gegn	manninum hafi verið fellt niður.	cɛkn̥	Forsetning	Preposition	prep.	1K								gegn																		gegn.mp3
benda	so	s	10673	257	434539	point; indicate	Það	bendir	til að málið sé upplýst.	pɛnta	Sagnorð	Verb	v.	1K	bendi	bendir	bendir	benti	bentir	benti	bent																			benda.mp3
heimur	kk	nk	10629	258	6134	world	Talið er að þessi dómur geti haft áhrif um allan	heim	.	heiːmʏr	Nafnorð	Noun	m.	1K									heim	heimi	heims	heimar	heima	heimum	heima											heimur.mp3
ráða	so	s	10619	259	416775	control; hire; solve	Hún hefur verið	ráðin	til starfa hér á landi.	rauːða	Sagnorð	Verb	v.	1K	ræð	ræður	ræður	réð	réðst	réð	ráðið																			ráða.mp3
nema	st	c	10579	260	495367	except for; unless	Það gerist ekki	nema	með erlendri innrás í landið.	nɛːma	Samtenging	Conjuction	conj.	1K								nema																		nema.mp3
númer	hk	nh	10549	261	2603	number	Bíllinn var auk þess ótryggður þannig að hann missti	númerin	.	nuːmɛr	Nafnorð	Noun	n.	1K									númer	númeri	númers	númer	númer	númerum	númera											númer.mp3
svæði	hk	nh	10547	262	3699	area	Þá mun þyrla Landhelgisgæslunnar fljúga yfir	svæðið	.	svaiːðɪ	Nafnorð	Noun	n.	1K									svæði	svæði	svæðis	svæði	svæði	svæðum	svæða											svæði.mp3
stefnandi	kk	nk	10541	263	10034	plaintiff	Hann segir	stefnendur	nú þurfa að ákveða næstu skref í málinu.	stɛpnantɪ	Nafnorð	Noun	m.	1K									stefnanda	stefnanda	stefnanda	stefnendur	stefnendur	stefnendum	stefnenda											stefnandi.mp3
auka	so	s	10513	264	434181	increase	Brottflutningar gætu þó	aukist	á vormánuðum.	œiːka	Sagnorð	Verb	v.	1K	eyk	eykur	eykur	jók	jókst	jók	aukið																			auka.mp3
félag	hk	nh	10467	265	300989	society, association	Bæði	félögin	eru í eigu sömu aðila.	fjɛːlaɣ	Nafnorð	Noun	n.	1K									félag	félagi	félags	félög	félög	félögum	félaga											félag.mp3
bók	kvk	nv	10464	266	11100	book	Brown varð heimsfrægur fyrir	bók	sína Da Vinci lykilinn.	pouːk	Nafnorð	Noun	f.	1K									bók	bók	bókar	bækur	bækur	bókum	bóka											bók.mp3
varða	so	s	10446	267	424824	concern, affect	Slíkt getur	varðað	allt að sex ára fangelsi.	varða	Sagnorð	Verb	v.	1K	varða	varðar	varðar	varðaði	varðaðir	varðaði	varðað																			varða.mp3
of	ao	a	10426	268	495715	too	Þeir væru	of	stórir.	ɔːv	Atviksorð	Adverb	adv.	1K								of																		of.mp3
mikilvægur	lo	l	10416	269	180888	important		Mikilvægast	væri að fjölga störfum í landinu.	mɪːcɪlvaiɣʏr	Lýsingarorð	Adjective	adj.	1K																					mikilvægur  --  mikilvæg -- mikilvægt	mikilvægari -- mikilvægari -- mikilvægara	mikilvægastur -- mikilvægust -- mikilvægast			mikilvægur.mp3
bjóða	so	s	10387	270	466609	offer	Tveir	bjóða	sig fram til formanns.	pjouːða	Sagnorð	Verb	v.	1K	býð	býður	býður	bauð	bauðst	bauð	boðið																			bjóða.mp3
mánuður	kk	nk	10252	271	391187	month	Staða Milestone hefur versnað verulega á undanförnum	mánuðum	.	mauːnʏðʏr	Nafnorð	Noun	m.	1K									mánuð	mánuði	mánaðar	mánuðir	mánuði	mánuðum	mánaða											mánuður.mp3
ungur	lo	l	10239	272	406909	young	Fjórir einstaklingar eru ákærðir , tveir karlar og tvær	ungar	stúlkur.	uŋkʏr	Lýsingarorð	Adjective	adj.	1K																					ungur  --  ung -- ungt	yngri -- yngri -- yngra	yngstur -- yngst -- yngst			ungur.mp3
þykja	so	s	10208	273	467752	be considered	Þeim hefði	þótt	óþægilegt að hafa hann þarna.	θɪːca	Sagnorð	Verb	v.	1K	þyki	þykir	þykir	þótti	þóttir	þótti	þótt																			þykja.mp3
skilja	so	s	10201	274	417909	understand; separate; divorce	Fólk	skilur	ekki alveg stöðuna.	scɪlja	Sagnorð	Verb	v.	1K	skil	skilur	skilur	skildi	skildir	skildi	skilið																			skilja.mp3
minna	so	s	10187	275	435064	remind	Mig	minnir	að það hafi verið þannig í júní.	mɪna	Sagnorð	Verb	v.	1K	minni	minnir	minnir	minnti	minntir	minnti	minnt																			minna.mp3
leiða	so	s	10115	276	435017	hold hands; lead	Ekki liggur fyrir hvað	leiddi	til dauða konunnar.	leiːða	Sagnorð	Verb	v.	1K	leiði	leiðir	leiðir	leiddi	leiddir	leiddi	leitt																			leiða.mp3
erfiður	lo	l	10009	277	388281	difficult	Sóttvarnalæknir segir ástandið	erfitt	og mikið álag sé á heilbrigðisþjónustunni.	ɛrvɪðʏr	Lýsingarorð	Adjective	adj.	1K																					erfiður  --  erfið -- erfitt	erfiðari -- erfiðari -- erfiðara	erfiðastur -- erfiðust -- erfiðast			erfiður.mp3
spurning	kvk	nv	9968	278	12020	question	1.100 danskir kennarar við skólann svöruðu	spurningum	um þessi mál.	spʏrtniŋk	Nafnorð	Noun	f.	1K									spurningu	spurningu	spurningar	spurningar	spurningar	spurningum	spurninga											spurning.mp3
bæta	so	s	9929	279	434576	improve; add	Þeir ætla að	bæta	við álag í ráðuneytunum.	paiːta	Sagnorð	Verb	v.	1K	bæti	bætir	bætir	bætti	bættir	bætti	bætt																			bæta.mp3
hópur	kk	nk	9862	280	5859	group	Íslenski	hópurinn	kemur heim síðar í dag.	houːpʏr	Nafnorð	Noun	m.	1K									hóp	hóp	hóps	hópar	hópa	hópum	hópa											hópur.mp3
